transaction_id,hour_of_day,distance_from_home_km,distance_from_last_txn_km,card_present,amount,merchant_category,is_fraud
TXN105818,4,0.51,1.81,1,62.69,grocery,0
TXN105819,14,2.1,12.66,1,3.02,electronics,0
TXN105820,11,1.45,3.16,1,138.89,gas_station,0
TXN105821,7,9.46,2.05,1,98.76,restaurant,0
TXN105822,13,17.05,3.21,0,60.09,electronics,0
TXN105823,16,1.6,8.94,0,50.16,entertainment,0
TXN105824,17,6.51,6.43,1,56.43,electronics,0
TXN105825,8,0.71,6.2,0,32.21,gas_station,0
TXN105826,15,7.24,12.64,1,15.26,grocery,0
TXN105827,16,14.79,12.81,1,1.06,electronics,0
TXN105828,15,3.08,1.7,1,34.14,grocery,0
TXN105829,14,16.24,6.98,1,81.33,restaurant,0
TXN105830,13,4.37,10.65,1,95.69,grocery,0
TXN105831,11,88.2,61.2,0,71.83,electronics,1
TXN105832,17,1.9,4.52,1,295.73,grocery,0
TXN105833,15,3.75,2.08,1,126.43,grocery,0
TXN105834,16,2.78,0.42,1,47.11,gas_station,0
TXN105835,14,10.89,0.11,1,76.64,gas_station,0
TXN105836,22,14.16,0.08,1,166.01,grocery,0
TXN105837,5,18.07,3.75,1,68.59,gas_station,0
TXN105838,16,12.02,1.79,0,55.29,restaurant,0
TXN105839,13,12.71,0.8,1,90.74,restaurant,0
TXN105840,11,10.96,1.66,1,115.21,grocery,0
TXN105841,19,8.25,4.48,0,73.81,gas_station,0
TXN105842,15,1.86,9.19,0,42.67,gas_station,0
TXN105843,11,9.89,0.32,0,81.32,entertainment,0
TXN105844,19,4.92,0.73,1,124.01,online_retail,0
TXN105845,11,19.17,2.84,0,96.16,grocery,0
TXN105846,15,4.54,1.21,1,92.2,grocery,0
TXN105847,14,2.39,0.61,1,54.94,grocery,0
TXN105848,19,3.5,0.15,0,58.94,gas_station,0
TXN105849,23,2.29,0.48,0,40.59,grocery,0
TXN105850,11,24.07,8.76,1,80.42,grocery,0
TXN105851,11,12.48,8.71,1,19.58,travel,0
TXN105852,4,0.27,0.62,1,38.56,gas_station,0
TXN105853,22,4.05,0.59,1,91.19,gas_station,0
TXN105854,17,0.65,0.94,1,44.95,grocery,0
TXN105855,12,1.38,0.56,1,23.77,restaurant,0
TXN105856,23,4.35,0.58,1,104.81,gas_station,0
TXN105857,13,3.81,2.2,1,33.57,travel,0
TXN105858,11,16.29,4.84,1,41.83,online_retail,0
TXN105859,12,13.5,4.74,1,34.22,grocery,0
TXN105860,19,5.15,11.85,1,26.06,online_retail,0
TXN105861,5,7.93,0.75,1,79.48,restaurant,0
TXN105862,11,0.12,6.34,1,17.86,online_retail,0
TXN105863,1,0.78,4.85,1,60.05,gas_station,0
TXN105864,10,9.96,3.95,1,38.68,electronics,0
TXN105865,13,21.28,1.49,0,36.06,online_retail,0
TXN105866,18,7.96,0.73,1,26.66,gas_station,0
TXN105867,8,1.66,1.2,1,58.95,electronics,0
TXN105868,10,6.02,3.53,1,82.91,restaurant,0
TXN105869,19,17.15,0.36,1,66.75,grocery,0
TXN105870,12,4.45,7.08,1,33.42,entertainment,0
TXN105871,3,12.5,11.09,1,73.7,electronics,0
TXN105872,16,4.3,0.49,1,36.11,grocery,0
TXN105873,14,21.05,2.8,0,159.0,entertainment,0
TXN105874,23,0.44,2.54,1,95.85,electronics,0
TXN105875,13,17.5,2.33,1,52.86,online_retail,0
TXN105876,20,13.87,20.01,1,255.24,grocery,0
TXN105877,0,54.22,55.64,0,183.1,online_retail,1
TXN105878,17,10.73,6.78,1,21.3,electronics,0
TXN105879,15,9.98,1.36,1,101.48,travel,0
TXN105880,23,2.76,5.75,0,104.1,restaurant,0
TXN105881,11,1.24,3.4,1,126.72,grocery,0
TXN105882,13,18.73,2.64,1,143.9,gas_station,0
TXN105883,5,12.43,4.59,1,99.81,restaurant,0
TXN105884,15,17.52,2.76,1,83.55,online_retail,0
TXN105885,19,0.23,6.3,0,146.15,gas_station,0
TXN105886,13,12.33,1.78,0,47.46,electronics,0
TXN105887,8,10.99,4.09,1,18.59,electronics,0
TXN105888,8,2.82,14.09,0,37.78,restaurant,0
TXN105889,13,3.93,7.44,1,181.7,grocery,0
TXN105890,16,9.34,3.21,1,163.83,entertainment,0
TXN105891,14,19.63,3.55,1,152.13,electronics,0
TXN105892,10,9.92,0.08,1,73.91,restaurant,0
TXN105893,13,15.56,3.95,1,152.59,gas_station,0
TXN105894,16,10.13,1.09,0,36.76,gas_station,0
TXN105895,2,14.59,23.93,0,81.46,travel,1
TXN105896,5,9.61,27.93,0,73.88,grocery,1
TXN105897,12,3.31,0.6,0,28.42,online_retail,0
TXN105898,18,0.94,0.13,1,9.75,pharmacy,0
TXN105899,16,11.91,0.49,1,206.12,travel,0
TXN105900,13,18.01,6.43,1,78.1,restaurant,0
TXN105901,20,5.29,7.03,1,43.87,online_retail,0
TXN105902,11,14.09,5.09,0,144.45,grocery,0
TXN105903,22,2.6,28.54,0,16.38,grocery,0
TXN105904,16,0.56,15.72,1,33.57,grocery,0
TXN105905,9,10.61,1.44,1,48.24,gas_station,0
TXN105906,13,0.53,2.03,0,13.5,restaurant,0
TXN105907,0,41.19,29.64,1,137.03,online_retail,1
TXN105908,23,7.19,5.69,1,46.47,electronics,0
TXN105909,23,0.05,5.29,1,73.64,grocery,0
TXN105910,6,21.9,8.38,0,45.31,online_retail,0
TXN105911,15,12.12,5.31,1,35.01,restaurant,0
TXN105912,8,15.46,0.07,1,97.17,electronics,0
TXN105913,14,0.2,2.14,1,29.86,gas_station,0
TXN105914,8,6.18,1.65,1,98.07,gas_station,0
TXN105915,6,13.38,1.13,1,37.78,grocery,0
TXN105916,22,19.39,9.25,1,30.9,online_retail,0
TXN105917,9,13.99,4.78,1,108.71,gas_station,0
TXN105918,17,2.42,10.45,1,40.68,online_retail,0
TXN105919,17,8.91,0.39,1,65.55,grocery,0
TXN105920,11,1.7,1.86,1,62.04,online_retail,0
TXN105921,14,10.44,0.37,1,151.39,online_retail,0
TXN105922,6,3.64,2.25,1,36.12,online_retail,0
TXN105923,13,16.4,1.93,1,18.17,gas_station,0
TXN105924,16,1.7,5.88,1,99.34,entertainment,0
TXN105925,4,8.53,2.9,1,95.32,grocery,0
TXN105926,16,0.32,3.42,1,37.38,online_retail,0
TXN105927,16,2.3,11.37,1,13.42,restaurant,0
TXN105928,18,0.23,0.33,1,26.05,online_retail,0
TXN105929,20,5.5,1.42,0,33.61,online_retail,0
TXN105930,15,5.03,2.34,1,32.64,pharmacy,0
TXN105931,23,9.01,11.0,1,48.64,restaurant,0
TXN105932,6,28.85,2.55,1,23.07,grocery,0
TXN105933,12,7.17,5.49,1,13.63,entertainment,0
TXN105934,14,1.4,0.24,1,39.4,grocery,0
TXN105935,14,3.44,1.74,1,77.16,gas_station,0
TXN105936,6,17.63,5.08,1,50.09,online_retail,0
TXN105937,18,3.11,4.18,1,140.27,gas_station,0
TXN105938,18,18.35,0.87,1,130.59,gas_station,0
TXN105939,18,0.59,1.12,1,50.87,grocery,0
TXN105940,14,3.59,0.22,1,25.87,grocery,0
TXN105941,19,6.55,0.03,0,59.02,electronics,0
TXN105942,22,8.82,1.47,0,104.8,grocery,0
TXN105943,19,1.9,7.37,1,60.39,electronics,0
TXN105944,18,37.95,1.06,0,55.47,online_retail,0
TXN105945,14,0.05,1.92,0,181.54,entertainment,0
TXN105946,16,11.18,4.93,1,72.76,gas_station,0
TXN105947,20,7.43,6.06,1,73.43,grocery,0
TXN105948,19,1.12,1.51,1,69.14,grocery,0
TXN105949,20,4.01,1.34,1,9.07,entertainment,0
TXN105950,12,0.43,0.02,1,54.6,entertainment,0
TXN105951,15,14.23,0.72,1,53.25,online_retail,0
TXN105952,7,9.18,4.95,1,55.97,restaurant,0
TXN105953,18,1.27,4.95,1,21.0,restaurant,0
TXN105954,23,6.49,7.83,1,63.39,gas_station,0
TXN105955,9,2.69,0.45,1,16.3,pharmacy,0
TXN105956,14,3.54,19.41,1,9.79,online_retail,0
TXN105957,8,0.21,1.21,1,42.82,gas_station,0
TXN105958,23,4.78,0.17,1,74.94,entertainment,0
TXN105959,19,11.04,8.12,0,84.73,grocery,0
TXN105960,17,5.21,2.27,1,88.09,online_retail,0
TXN105961,8,27.38,4.1,1,162.32,grocery,0
TXN105962,8,5.03,3.83,0,20.62,online_retail,0
TXN105963,23,9.01,7.12,1,90.36,grocery,0
TXN105964,15,6.07,1.18,0,44.28,online_retail,0
TXN105965,13,17.61,1.35,0,45.01,online_retail,0
TXN105966,11,9.21,6.43,1,73.35,gas_station,0
TXN105967,8,1.39,0.9,1,24.41,entertainment,0
TXN105968,10,4.44,11.59,1,89.81,restaurant,0
TXN105969,19,6.09,0.84,1,83.67,grocery,0
TXN105970,7,10.69,6.53,1,29.2,restaurant,0
TXN105971,13,1.78,1.84,1,16.6,online_retail,0
TXN105972,17,4.61,9.57,1,44.85,grocery,0
TXN105973,11,3.81,0.23,1,46.95,gas_station,0
TXN105974,9,3.25,5.46,1,111.36,online_retail,0
TXN105975,3,2.48,0.93,0,102.84,restaurant,0
TXN105976,7,4.28,1.07,0,53.66,electronics,0
TXN105977,17,5.26,0.77,1,53.05,restaurant,0
TXN105978,8,1.38,14.92,1,11.37,online_retail,0
TXN105979,15,11.2,0.74,1,51.76,pharmacy,0
TXN105980,8,9.19,10.55,0,75.38,electronics,0
TXN105981,18,4.68,7.04,1,26.93,grocery,0
TXN105982,13,1.27,2.25,0,21.54,online_retail,0
TXN105983,13,8.06,5.85,0,13.6,online_retail,0
TXN105984,13,7.55,1.8,1,110.65,grocery,0
TXN105985,15,0.73,0.85,1,41.46,entertainment,0
TXN105986,17,6.71,3.78,1,57.25,grocery,0
TXN105987,22,0.3,9.67,0,110.33,online_retail,0
TXN105988,21,19.21,2.31,0,139.56,grocery,0
TXN105989,13,5.04,4.0,1,18.07,online_retail,0
TXN105990,4,12.19,6.84,0,23.54,restaurant,0
TXN105991,14,7.77,0.48,1,129.15,electronics,0
TXN105992,21,3.12,0.69,0,17.78,travel,0
TXN105993,13,8.9,0.88,1,90.6,restaurant,0
TXN105994,17,9.62,1.41,0,28.49,pharmacy,0
TXN105995,16,16.52,1.86,0,27.74,online_retail,0
TXN105996,19,0.87,2.32,1,66.49,electronics,0
TXN105997,22,4.0,6.68,1,51.02,online_retail,0
TXN105998,21,13.11,3.32,0,89.68,gas_station,0
TXN105999,16,13.44,0.58,1,64.78,travel,0
TXN106000,22,5.57,0.71,1,153.69,entertainment,0
TXN106001,11,12.08,0.52,0,11.37,electronics,0
TXN106002,12,7.05,14.64,1,207.16,restaurant,0
TXN106003,14,2.53,4.46,0,51.22,grocery,0
TXN106004,13,6.48,1.5,1,14.13,restaurant,0
TXN106005,18,8.98,4.86,1,231.87,electronics,0
TXN106006,22,9.95,11.13,1,20.25,grocery,0
TXN106007,6,7.39,3.02,1,18.94,online_retail,0
TXN106008,16,0.42,0.57,1,72.68,electronics,0
TXN106009,17,1.41,0.08,1,36.7,grocery,0
TXN106010,8,7.86,2.65,1,150.42,online_retail,0
TXN106011,17,9.84,7.06,1,50.68,gas_station,0
TXN106012,14,19.5,7.58,0,165.32,restaurant,0
TXN106013,2,17.14,13.13,1,94.58,pharmacy,0
TXN106014,9,1.3,11.78,1,104.38,online_retail,0
TXN106015,14,0.85,4.66,1,7.5,online_retail,0
TXN106016,7,3.56,2.0,0,22.6,online_retail,0
TXN106017,10,1.46,3.18,0,24.9,grocery,0
TXN106018,20,0.7,3.78,1,58.72,restaurant,0
TXN106019,14,9.75,3.93,1,114.89,gas_station,0
TXN106020,18,23.23,4.69,1,92.8,online_retail,0
TXN106021,10,11.25,1.54,1,5.27,grocery,0
TXN106022,13,1.6,1.5,1,24.39,travel,0
TXN106023,13,20.88,3.1,1,109.44,electronics,0
TXN106024,14,14.9,4.47,1,35.69,entertainment,0
TXN106025,14,9.13,2.38,1,27.18,online_retail,0
TXN106026,15,3.51,2.39,1,22.75,pharmacy,0
TXN106027,13,12.9,1.9,0,26.51,pharmacy,0
TXN106028,7,6.39,2.0,0,63.52,pharmacy,0
TXN106029,18,7.59,5.74,1,35.83,restaurant,0
TXN106030,10,11.06,4.16,1,54.18,gas_station,0
TXN106031,14,4.47,2.01,1,35.49,gas_station,0
TXN106032,14,12.83,0.98,0,184.13,electronics,0
TXN106033,4,6.01,2.28,1,50.11,electronics,0
TXN106034,7,5.8,0.93,0,55.55,gas_station,0
TXN106035,15,11.86,9.77,1,75.88,grocery,0
TXN106036,16,12.82,0.84,1,38.72,restaurant,0
TXN106037,12,11.83,4.41,1,69.14,grocery,0
TXN106038,10,2.31,1.11,1,30.49,electronics,0
TXN106039,19,1.75,1.65,1,9.14,gas_station,0
TXN106040,20,21.34,0.39,1,108.3,grocery,0
TXN106041,10,3.34,5.22,1,128.9,electronics,0
TXN106042,9,0.13,0.37,1,143.11,restaurant,0
TXN106043,15,1.04,4.5,1,95.87,grocery,0
TXN106044,10,6.53,0.09,0,80.5,grocery,0
TXN106045,10,6.43,0.42,1,23.4,travel,0
TXN106046,18,11.31,12.14,1,36.23,grocery,0
TXN106047,14,1.93,3.0,1,90.52,grocery,0
TXN106048,13,1.83,1.37,1,107.44,online_retail,0
TXN106049,3,1.4,3.17,0,57.36,online_retail,0
TXN106050,14,3.38,0.77,1,58.63,electronics,0
TXN106051,18,25.27,27.04,1,60.14,restaurant,0
TXN106052,14,6.39,6.61,1,50.0,gas_station,0
TXN106053,13,6.67,3.05,0,110.23,online_retail,0
TXN106054,10,15.96,7.04,1,16.16,gas_station,0
TXN106055,14,5.71,4.99,1,169.98,electronics,0
TXN106056,3,5.55,9.64,1,31.98,travel,0
TXN106057,19,3.91,6.23,0,13.4,gas_station,0
TXN106058,12,5.82,24.06,1,26.44,gas_station,0
TXN106059,11,5.99,0.91,1,147.9,online_retail,0
TXN106060,21,0.16,1.18,1,175.46,restaurant,0
TXN106061,21,1.35,3.41,1,39.21,gas_station,0
TXN106062,18,2.88,13.08,1,21.21,grocery,0
TXN106063,21,2.91,12.1,0,69.37,pharmacy,0
TXN106064,13,5.02,5.32,1,92.3,entertainment,0
TXN106065,12,0.28,0.2,1,79.41,grocery,0
TXN106066,21,6.24,5.65,1,20.8,entertainment,0
TXN106067,12,2.34,0.12,1,15.15,gas_station,0
TXN106068,17,14.55,2.99,1,94.38,grocery,0
TXN106069,12,3.43,8.99,1,37.92,online_retail,0
TXN106070,16,14.06,1.21,1,56.44,restaurant,0
TXN106071,17,10.05,13.17,0,50.82,grocery,0
TXN106072,5,9.7,14.3,1,8.75,online_retail,0
TXN106073,6,15.09,16.17,1,131.53,grocery,0
TXN106074,8,2.27,10.81,1,24.89,gas_station,0
TXN106075,18,4.75,1.68,1,35.29,gas_station,0
TXN106076,13,2.25,1.96,1,75.21,electronics,0
TXN106077,14,3.64,2.97,0,152.08,online_retail,0
TXN106078,5,0.31,11.02,0,45.33,gas_station,0
TXN106079,12,0.07,5.82,1,45.05,restaurant,0
TXN106080,23,1.76,10.44,0,143.19,gas_station,0
TXN106081,19,2.29,2.89,0,100.7,grocery,0
TXN106082,13,11.44,5.41,1,27.97,online_retail,0
TXN106083,23,0.39,3.16,1,19.62,travel,0
TXN106084,13,14.58,0.81,1,60.83,online_retail,0
TXN106085,18,1.88,12.94,1,59.89,gas_station,0
TXN106086,14,0.47,6.27,1,38.13,restaurant,0
TXN106087,13,32.72,1.07,0,72.06,online_retail,0
TXN106088,15,3.31,1.0,1,78.74,grocery,0
TXN106089,17,5.5,1.08,1,49.71,online_retail,0
TXN106090,13,18.27,6.5,1,93.32,grocery,0
TXN106091,14,0.03,0.06,1,43.04,electronics,0
TXN106092,19,2.31,2.73,0,75.59,online_retail,0
TXN106093,11,6.42,0.85,1,44.71,online_retail,0
TXN106094,9,15.72,3.12,1,77.14,grocery,0
TXN106095,8,42.7,44.01,0,77.12,restaurant,1
TXN106096,2,58.87,42.22,0,32.26,electronics,1
TXN106097,17,38.89,14.22,1,35.73,restaurant,0
TXN106098,16,1.39,0.69,0,63.25,restaurant,0
TXN106099,17,1.23,3.67,1,26.9,gas_station,0
TXN106100,11,16.38,1.28,1,23.24,entertainment,0
TXN106101,6,9.88,0.11,1,32.83,grocery,0
TXN106102,20,9.52,4.59,0,12.22,grocery,0
TXN106103,14,13.35,1.54,0,26.7,travel,0
TXN106104,19,2.89,1.1,1,45.66,online_retail,0
TXN106105,14,2.14,3.71,1,46.83,grocery,0
TXN106106,10,15.99,1.89,1,65.12,online_retail,0
TXN106107,23,1.93,20.27,1,50.2,grocery,0
TXN106108,14,2.6,9.91,1,124.85,grocery,0
TXN106109,14,0.59,3.16,1,20.96,gas_station,0
TXN106110,9,14.76,2.09,0,76.42,pharmacy,0
TXN106111,16,6.76,6.86,1,82.1,travel,0
TXN106112,10,5.21,1.22,1,129.7,gas_station,0
TXN106113,17,3.24,4.21,1,54.97,grocery,0
TXN106114,23,1.23,17.08,1,21.99,pharmacy,0
TXN106115,10,1.6,1.65,1,53.73,grocery,0
TXN106116,8,13.87,7.39,1,268.77,restaurant,0
TXN106117,14,23.45,0.54,1,25.56,gas_station,0
TXN106118,15,7.88,3.52,1,152.82,grocery,0
TXN106119,19,10.91,10.57,0,74.05,grocery,0
TXN106120,17,0.93,0.01,1,41.07,online_retail,0
TXN106121,6,7.66,0.06,0,19.92,pharmacy,0
TXN106122,13,4.55,3.13,1,47.98,electronics,0
TXN106123,8,12.41,2.66,1,52.63,grocery,0
TXN106124,8,4.42,1.89,0,21.85,grocery,0
TXN106125,0,11.88,15.87,1,117.87,online_retail,1
TXN106126,8,7.72,7.97,1,114.58,entertainment,0
TXN106127,7,14.79,1.81,1,18.77,entertainment,0
TXN106128,18,1.57,0.35,1,57.75,restaurant,0
TXN106129,13,8.96,11.43,1,25.02,gas_station,0
TXN106130,8,2.97,1.22,1,43.9,travel,0
TXN106131,3,1.92,0.91,0,109.11,entertainment,0
TXN106132,20,9.07,4.58,1,34.65,gas_station,0
TXN106133,5,3.48,2.49,0,42.95,entertainment,0
TXN106134,17,7.88,8.22,1,50.19,gas_station,0
TXN106135,6,0.85,12.48,1,148.72,pharmacy,0
TXN106136,16,9.04,6.24,0,9.98,entertainment,0
TXN106137,13,1.34,3.94,1,41.56,electronics,0
TXN106138,15,23.05,2.36,1,166.35,gas_station,0
TXN106139,14,8.44,1.12,1,235.18,online_retail,0
TXN106140,19,8.75,0.13,0,94.32,entertainment,0
TXN106141,13,0.54,5.36,1,31.94,grocery,0
TXN106142,15,1.64,0.1,0,23.08,electronics,0
TXN106143,20,2.49,2.47,1,55.14,entertainment,0
TXN106144,18,7.21,9.94,1,57.34,online_retail,0
TXN106145,16,7.32,3.63,0,40.37,grocery,0
TXN106146,21,22.02,2.1,1,360.86,online_retail,0
TXN106147,17,2.28,0.99,1,55.09,electronics,0
TXN106148,14,5.86,30.2,1,4.93,travel,0
TXN106149,15,12.2,4.34,0,84.33,gas_station,0
TXN106150,15,10.77,7.18,1,32.93,restaurant,0
TXN106151,8,2.47,2.41,1,16.23,online_retail,0
TXN106152,12,0.02,2.68,1,151.21,grocery,0
TXN106153,10,9.67,2.06,0,130.64,online_retail,0
TXN106154,20,2.53,7.92,1,16.23,online_retail,0
TXN106155,15,13.82,5.57,1,89.56,online_retail,0
TXN106156,21,5.97,3.49,1,64.37,grocery,0
TXN106157,16,2.54,2.49,1,59.89,electronics,0
TXN106158,17,3.11,0.52,1,97.0,online_retail,0
TXN106159,12,10.38,1.28,1,81.31,entertainment,0
TXN106160,15,15.25,9.52,1,115.45,electronics,0
TXN106161,9,2.64,1.34,1,165.55,online_retail,0
TXN106162,21,0.78,9.37,1,89.48,gas_station,0
TXN106163,13,8.47,1.74,0,47.97,gas_station,0
TXN106164,10,12.15,0.19,1,168.86,restaurant,0
TXN106165,17,10.68,18.23,1,14.6,pharmacy,0
TXN106166,17,10.92,2.1,1,20.57,grocery,0
TXN106167,21,7.84,2.39,1,52.02,gas_station,0
TXN106168,11,2.04,2.78,1,44.11,pharmacy,0
TXN106169,20,21.03,0.19,1,117.89,grocery,0
TXN106170,16,12.49,6.79,1,24.38,online_retail,0
TXN106171,22,7.29,4.75,0,40.79,grocery,0
TXN106172,18,10.02,2.11,0,140.84,grocery,0
TXN106173,8,10.32,2.68,1,41.96,grocery,0
TXN106174,20,1.11,10.81,0,84.3,restaurant,0
TXN106175,23,28.06,16.77,0,73.2,gas_station,0
TXN106176,14,3.79,3.02,1,111.35,grocery,0
TXN106177,14,2.23,17.92,0,121.87,gas_station,0
TXN106178,18,0.78,1.64,1,75.81,gas_station,0
TXN106179,18,8.31,8.38,1,72.34,travel,0
TXN106180,18,6.19,0.33,1,65.64,entertainment,0
TXN106181,19,28.57,0.45,0,28.15,gas_station,0
TXN106182,13,18.44,1.95,1,14.72,online_retail,0
TXN106183,5,0.11,0.04,1,23.23,grocery,0
TXN106184,21,19.92,5.75,1,48.49,entertainment,0
TXN106185,11,20.55,1.3,1,34.12,restaurant,0
TXN106186,2,2.9,1.58,1,37.16,grocery,0
TXN106187,15,2.12,7.5,1,25.06,restaurant,0
TXN106188,23,2.53,2.79,1,28.51,grocery,0
TXN106189,10,0.99,7.16,1,98.69,grocery,0
TXN106190,21,17.86,5.79,1,62.8,grocery,0
TXN106191,10,7.1,7.0,0,54.55,restaurant,0
TXN106192,10,0.3,0.54,1,103.18,gas_station,0
TXN106193,11,9.06,7.31,1,52.57,online_retail,0
TXN106194,13,6.32,13.75,1,50.39,restaurant,0
TXN106195,16,0.03,12.56,0,30.74,grocery,0
TXN106196,18,18.97,11.49,1,14.99,restaurant,0
TXN106197,7,2.63,8.28,0,128.82,grocery,0
TXN106198,15,3.72,8.15,1,56.82,gas_station,0
TXN106199,14,0.72,3.89,0,79.44,grocery,0
TXN106200,9,9.23,4.61,0,53.39,online_retail,0
TXN106201,13,22.93,1.51,0,64.63,travel,0
TXN106202,9,18.71,6.51,0,72.49,gas_station,0
TXN106203,11,14.33,0.3,1,29.19,restaurant,0
TXN106204,13,3.31,14.52,0,69.71,grocery,0
TXN106205,12,0.37,0.69,1,63.79,grocery,0
TXN106206,5,4.09,0.82,1,25.67,gas_station,0
TXN106207,16,12.79,0.08,0,87.47,restaurant,0
TXN106208,18,3.52,1.72,0,21.4,electronics,0
TXN106209,11,6.07,3.59,1,113.32,online_retail,0
TXN106210,19,4.64,10.98,0,78.62,grocery,0
TXN106211,14,5.81,1.19,1,31.68,online_retail,0
TXN106212,21,3.64,0.95,1,19.9,gas_station,0
TXN106213,22,24.86,4.19,1,99.71,online_retail,0
TXN106214,16,2.34,8.14,0,58.41,online_retail,0
TXN106215,23,11.14,1.98,1,39.33,online_retail,0
TXN106216,0,46.23,11.68,1,64.48,restaurant,0
TXN106217,14,7.44,2.87,1,45.79,restaurant,0
TXN106218,23,12.85,6.46,1,28.13,gas_station,0
TXN106219,6,9.06,3.13,1,78.21,electronics,0
TXN106220,14,33.79,4.8,1,45.37,gas_station,0
TXN106221,8,4.66,13.08,0,12.9,gas_station,0
TXN106222,16,9.83,0.16,1,65.43,online_retail,0
TXN106223,14,3.1,0.47,0,92.21,online_retail,0
TXN106224,22,7.45,3.36,1,75.61,grocery,0
TXN106225,12,5.36,0.83,1,53.44,grocery,0
TXN106226,10,0.69,3.09,1,15.9,gas_station,0
TXN106227,8,1.23,5.6,1,148.08,online_retail,0
TXN106228,17,4.48,7.36,0,36.07,travel,0
TXN106229,11,1.75,0.28,1,42.9,restaurant,0
TXN106230,7,10.37,5.34,1,132.72,electronics,0
TXN106231,17,4.46,4.48,1,143.97,restaurant,0
TXN106232,11,0.91,2.23,1,37.48,gas_station,0
TXN106233,9,14.23,2.09,1,100.22,online_retail,0
TXN106234,19,3.31,3.74,0,36.48,grocery,0
TXN106235,5,3.64,6.26,1,127.02,gas_station,0
TXN106236,17,12.23,8.77,0,120.63,restaurant,0
TXN106237,0,1.51,2.22,1,58.57,grocery,0
TXN106238,15,8.73,1.91,1,36.15,gas_station,0
TXN106239,19,5.61,2.89,1,50.88,grocery,0
TXN106240,14,8.99,6.51,1,148.04,restaurant,0
TXN106241,9,2.4,13.91,0,51.75,travel,0
TXN106242,20,4.37,8.94,1,39.03,restaurant,0
TXN106243,19,7.4,1.35,1,53.85,online_retail,0
TXN106244,9,9.5,2.16,1,22.49,electronics,0
TXN106245,13,8.15,0.46,1,22.9,grocery,0
TXN106246,13,13.76,2.19,1,14.26,electronics,0
TXN106247,15,25.58,3.08,1,77.0,gas_station,0
TXN106248,11,13.08,6.67,1,61.66,restaurant,0
TXN106249,16,2.93,1.77,1,38.75,online_retail,0
TXN106250,18,2.86,1.75,1,16.74,restaurant,0
TXN106251,16,1.91,0.68,1,31.04,online_retail,0
TXN106252,21,1.06,8.82,0,16.18,grocery,0
TXN106253,16,1.47,5.36,1,100.84,restaurant,0
TXN106254,8,0.05,1.35,0,50.02,gas_station,0
TXN106255,21,16.98,1.21,1,5.46,online_retail,0
TXN106256,11,11.68,3.02,1,37.37,grocery,0
TXN106257,6,30.72,3.67,1,61.83,gas_station,0
TXN106258,0,41.89,11.86,0,252.0,grocery,1
TXN106259,8,0.41,0.52,1,93.65,pharmacy,0
TXN106260,18,10.49,1.72,1,32.35,gas_station,0
TXN106261,1,44.04,31.18,1,41.58,electronics,1
TXN106262,22,3.35,7.37,1,74.78,online_retail,0
TXN106263,1,0.22,7.31,0,115.58,entertainment,1
TXN106264,12,1.04,0.52,0,98.82,grocery,0
TXN106265,17,30.14,0.05,1,87.7,online_retail,0
TXN106266,16,0.54,4.59,1,31.18,grocery,0
TXN106267,18,2.91,0.49,1,108.36,online_retail,0
TXN106268,14,10.45,0.18,1,121.08,grocery,0
TXN106269,18,0.21,3.77,1,78.79,grocery,0
TXN106270,12,0.87,9.09,0,40.59,online_retail,0
TXN106271,6,0.45,0.59,1,31.7,grocery,0
TXN106272,1,6.58,29.24,0,93.87,pharmacy,1
TXN106273,2,0.01,6.58,0,103.62,electronics,0
TXN106274,17,6.15,0.44,0,18.48,electronics,0
TXN106275,9,9.76,2.88,1,52.12,gas_station,0
TXN106276,15,5.69,13.59,1,148.22,gas_station,0
TXN106277,17,3.02,3.29,0,26.18,grocery,0
TXN106278,13,3.14,2.18,0,46.46,gas_station,0
TXN106279,16,24.57,11.43,1,21.1,entertainment,0
TXN106280,16,6.62,7.18,1,40.05,restaurant,0
TXN106281,11,8.89,3.36,1,54.15,gas_station,0
TXN106282,18,2.25,0.65,1,31.35,entertainment,0
TXN106283,6,26.37,1.69,0,91.98,online_retail,0
TXN106284,17,13.23,0.92,1,74.01,gas_station,0
TXN106285,4,12.67,20.94,1,65.39,travel,0
TXN106286,9,3.74,0.75,0,73.73,online_retail,0
TXN106287,15,4.16,3.68,1,61.95,restaurant,0
TXN106288,2,18.36,1.24,1,12.09,grocery,0
TXN106289,9,8.87,3.75,0,49.65,gas_station,0
TXN106290,2,12.77,8.72,1,235.75,electronics,1
TXN106291,8,9.4,7.62,1,16.03,gas_station,0
TXN106292,11,14.98,19.63,1,99.87,gas_station,0
TXN106293,19,10.59,6.95,1,77.96,restaurant,0
TXN106294,0,0.91,131.67,0,185.84,travel,1
TXN106295,10,2.65,2.68,0,75.28,restaurant,0
TXN106296,11,10.59,3.87,1,67.0,grocery,0
TXN106297,6,0.26,4.34,1,98.22,online_retail,0
TXN106298,22,0.97,1.72,1,82.78,electronics,0
TXN106299,21,11.72,2.88,1,70.35,grocery,0
TXN106300,23,10.85,3.44,1,101.37,restaurant,0
TXN106301,10,14.53,14.51,1,90.52,online_retail,0
TXN106302,15,3.61,0.38,1,122.09,gas_station,0
TXN106303,9,4.88,11.46,1,13.9,gas_station,0
TXN106304,14,4.3,3.24,1,55.49,entertainment,0
